SchoolName,Latitude,Longitude,City,CommunitySchool,EconomicNeedIndex,SchoolIncomeEstimate,PercentELL,PercentAsian,PercentBlack,PercentHispanic,PercentBlackHispanic,PercentWhite,StudentAttendanceRate,PercentofStudentsChronicallyAbsent,RigorousInstruction,CollaborativeTeachers,SupportiveEnvironment,EffectiveSchoolLeadership,StrongFamilyCommunityTies,Trust,AverageELAProficiency,Grade3ELAAllStudentsTested,Grade3ELA4sAllStudents,Grade3ELA4sAmericanIndianorAlaskaNative,Grade3ELA4sBlackorAfricanAmerican,Grade3ELA4sHispanicorLatino,Grade3ELA4sAsianorPacificIslander,Grade3ELA4sWhite,Grade3ELA4sMultiracial,Grade3ELA4sLimitedEnglishProficient,Grade3ELA4sEconomicallyDisadvantaged,Grade3MathAllStudentstested,Grade3Math4sAllStudents,Grade3Math4sAmericanIndianorAlaskaNative,Grade3Math4sBlackorAfricanAmerican,Grade3Math4sHispanicorLatino,Grade3Math4sAsianorPacificIslander,Grade3Math4sWhite,Grade3Math4sMultiracial,Grade3Math4sLimitedEnglishProficient,Grade3Math4sEconomicallyDisadvantaged,Grade4ELAAllStudentsTested,Grade4ELA4sAllStudents,Grade4ELA4sAmericanIndianorAlaskaNative,Grade4ELA4sBlackorAfricanAmerican,Grade4ELA4sHispanicorLatino,Grade4ELA4sAsianorPacificIslander,Grade4ELA4sWhite,Grade4ELA4sMultiracial,Grade4ELA4sLimitedEnglishProficient,Grade4ELA4sEconomicallyDisadvantaged,Grade4MathAllStudentsTested,Grade4Math4sAllStudents,Grade4Math4sAmericanIndianorAlaskaNative,Grade4Math4sBlackorAfricanAmerican,Grade4Math4sHispanicorLatino,Grade4Math4sAsianorPacificIslander,Grade4Math4sWhite,Grade4Math4sMultiracial,Grade4Math4sLimitedEnglishProficient,Grade4Math4sEconomicallyDisadvantaged,Grade5ELAAllStudentsTested,Grade5ELA4sAllStudents,Grade5ELA4sAmericanIndianorAlaskaNative,Grade5ELA4sBlackorAfricanAmerican,Grade5ELA4sHispanicorLatino,Grade5ELA4sAsianorPacificIslander,Grade5ELA4sWhite,Grade5ELA4sMultiracial,Grade5ELA4sLimitedEnglishProficient,Grade5ELA4sEconomicallyDisadvantaged,Grade5MathAllStudentsTested,Grade5Math4sAllStudents,Grade5Math4sAmericanIndianorAlaskaNative,Grade5Math4sBlackorAfricanAmerican,Grade5Math4sHispanicorLatino,Grade5Math4sAsianorPacificIslander,Grade5Math4sWhite,Grade5Math4sMultiracial,Grade5Math4sLimitedEnglishProficient,Grade5Math4sEconomicallyDisadvantaged,Grade6ELAAllStudentsTested,Grade6ELA4sAllStudents,Grade6ELA4sAmericanIndianorAlaskaNative,Grade6ELA4sBlackorAfricanAmerican,Grade6ELA4sHispanicorLatino,Grade6ELA4sAsianorPacificIslander,Grade6ELA4sWhite,Grade6ELA4sMultiracial,Grade6ELA4sLimitedEnglishProficient,Grade6ELA4sEconomicallyDisadvantaged,Grade6MathAllStudentsTested,Grade6Math4sAllStudents,Grade6Math4sAmericanIndianorAlaskaNative,Grade6Math4sBlackorAfricanAmerican,Grade6Math4sHispanicorLatino,Grade6Math4sAsianorPacificIslander,Grade6Math4sWhite,Grade6Math4sMultiracial,Grade6Math4sLimitedEnglishProficient,Grade6Math4sEconomicallyDisadvantaged,Grade7ELAAllStudentsTested,Grade7ELA4sAllStudents,Grade7ELA4sAmericanIndianorAlaskaNative,Grade7ELA4sBlackorAfricanAmerican,Grade7ELA4sHispanicorLatino,Grade7ELA4sAsianorPacificIslander,Grade7ELA4sWhite,Grade7ELA4sMultiracial,Grade7ELA4sLimitedEnglishProficient,Grade7ELA4sEconomicallyDisadvantaged,Grade7MathAllStudentsTested,Grade7Math4sAllStudents,Grade7Math4sAmericanIndianorAlaskaNative,Grade7Math4sBlackorAfricanAmerican,Grade7Math4sHispanicorLatino,Grade7Math4sAsianorPacificIslander,Grade7Math4sWhite,Grade7Math4sMultiracial,Grade7Math4sLimitedEnglishProficient,Grade7Math4sEconomicallyDisadvantaged,Grade8ELAAllStudentsTested,Grade8ELA4sAllStudents,Grade8ELA4sAmericanIndianorAlaskaNative,Grade8ELA4sBlackorAfricanAmerican,Grade8ELA4sHispanicorLatino,Grade8ELA4sAsianorPacificIslander,Grade8ELA4sWhite,Grade8ELA4sMultiracial,Grade8ELA4sLimitedEnglishProficient,Grade8ELA4sEconomicallyDisadvantaged,Grade8MathAllStudentsTested,Grade8Math4sAllStudents,Grade8Math4sAmericanIndianorAlaskaNative,Grade8Math4sBlackorAfricanAmerican,Grade8Math4sHispanicorLatino,Grade8Math4sAsianorPacificIslander,Grade8Math4sWhite,Grade8Math4sMultiracial,Grade8Math4sLimitedEnglishProficient,Grade8Math4sEconomicallyDisadvantaged
P.S. 021 CRISPUS ATTUCKS,40.680441,-73.92635,BROOKLYN,No,0.781,340.8901,0.01,0.01,0.89,0.08,0.97,0.02,0.92,0.29,0.92,0.88,0.9,0.79,0.87,0.89,2.51,73,2,0,2,0,0,0,0,0,2,73,15,0,13,0,0,0,0,0,9,68,5,0,0,0,0,0,0,0,3,67,14,0,0,0,0,0,0,0,10,84,7,0,5,0,0,0,0,0,4,85,10,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 025 EUBIE BLAKE SCHOOL,40.691477,-73.940691,BROOKLYN,No,0.867,369.4025,0.06,0.04,0.65,0.28,0.93,0.01,0.91,0.39,0.88,0.89,0.9,0.87,0.87,0.92,2.11,16,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,5,16,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 026 JESSE OWENS,40.691976,-73.931488,BROOKLYN,No,0.887,336.9663,0.06,0.01,0.72,0.25,0.98,0.01,0.9,0.39,0.89,0.91,0.87,0.78,0.84,0.94,2.5,24,1,0,1,0,0,0,0,0,1,24,5,0,2,0,0,0,0,0,4,28,1,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,26,6,0,4,0,0,0,0,0,0,27,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 028 THE WARREN PREP ACADEMY,40.678161,-73.920219,BROOKLYN,No,0.862,335.5068,0.1,0.01,0.83,0.11,0.94,0.05,0.91,0.36,0.9,0.89,0.91,0.86,0.88,0.92,2.13,30,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 040 GEORGE W. CARVER,40.680202,-73.921465,BROOKLYN,No,0.905,347.8438,0.06,0.03,0.76,0.17,0.93,0.02,0.92,0.34,0.95,0.93,0.91,0.92,0.83,0.92,2.14,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,43,2,0,2,0,0,0,0,0,0,43,5,0,3,1,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,32,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 081 THADDEUS STEVENS,40.692927,-73.934795,BROOKLYN,No,0.892,283.6933,0.08,0.03,0.56,0.38,0.94,0,0.9,0.36,0.93,0.94,0.88,0.85,0.86,0.94,2.24,45,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,1,0,43,3,0,1,1,0,0,0,0,0,43,4,0,2,1,0,0,0,0,0,43,2,0,2,0,0,0,0,0,2,44,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 243K- THE WEEKSVILLE SCHOOL,40.675732,-73.935082,BROOKLYN,No,0.881,317.4182,0.02,0.04,0.7,0.22,0.92,0,0.9,0.4,0.87,0.79,0.88,0.69,0.8,0.8,2.18,34,1,0,0,0,0,0,0,0,0,34,7,0,5,0,0,0,0,0,0,36,2,0,1,0,0,0,0,0,2,37,3,0,2,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,36,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,40.683055,-73.929959,BROOKLYN,No,0.827,423.1089,0.04,0.01,0.84,0.14,0.97,0.02,0.92,0.32,0.92,0.95,0.9,0.85,0.86,0.92,2.55,34,8,0,7,0,0,0,0,0,0,34,6,0,6,0,0,0,0,0,0,41,3,0,3,0,0,0,0,0,0,41,3,0,2,0,0,0,0,0,0,41,1,0,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,61,1,0,1,0,0,0,0,0,0,61,1,0,1,0,0,0,0,0,0,31,2,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,57,1,0,1,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,1
P.S. 308 CLARA CARDWELL,40.688447,-73.935295,BROOKLYN,No,0.828,355.3641,0.05,0.02,0.78,0.19,0.96,0,0.89,0.44,0.87,0.86,0.86,0.77,0.83,0.86,2.27,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,1,0,0,1,0,0,0,0,0,44,2,0,1,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,40.688119,-73.924441,BROOKLYN,No,0.884,381.0014,0.08,0.05,0.62,0.31,0.93,0.01,0.92,0.28,0.88,0.8,0.89,0.73,0.82,0.82,2.14,37,3,0,1,1,0,0,0,0,1,37,1,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,1,29,2,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 335 GRANVILLE T. WOODS,40.674464,-73.928381,BROOKLYN,Yes,0.878,290.716,0.04,0,0.8,0.18,0.98,0.02,0.9,0.35,0.87,0.93,0.91,0.85,0.85,0.95,2.33,44,3,0,3,0,0,0,0,0,1,43,9,0,7,2,0,0,0,0,7,50,5,0,5,0,0,0,0,0,5,50,10,0,6,0,0,0,0,0,9,51,2,0,2,0,0,0,0,0,2,51,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRIGHTER CHOICE COMMUNITY SCHOOL,40.693761,-73.940731,BROOKLYN,No,0.841,337.9271,0.04,0,0.71,0.29,0.99,0.01,0.91,0.37,0.88,0.95,0.97,0.91,0.97,1,2.62,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,3,0,2,1,0,0,0,0,3,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKLYN BROWNSTONE SCHOOL,40.681708,-73.935722,BROOKLYN,No,0.62,404.2343,0,0,0.82,0.09,0.91,0.08,0.94,0.24,0.93,0.99,0.97,0.99,0.94,0.98,2.64,18,2,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,3,26,7,0,0,0,0,0,0,0,5,26,3,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORMA ADAMS CLEMONS ACADEMY,40.648983,-73.956246,BROOKLYN,No,0.831,400.1587,0.15,0,0.74,0.23,0.97,0.02,0.92,0.34,0.95,0.97,0.95,0.86,0.82,0.95,2.31,111,0,0,0,0,0,0,0,0,0,116,9,0,7,1,0,0,0,1,7,124,10,0,8,0,0,0,0,0,9,128,13,0,11,0,0,0,0,0,11,94,7,0,6,0,0,0,0,0,5,96,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR. JACQUELINE PEEK-DAVIS SCHOOL,40.673118,-73.920067,BROOKLYN,No,0.858,295.3504,0.06,0.01,0.78,0.19,0.97,0.02,0.9,0.42,0.93,0.85,0.93,0.84,0.87,0.91,2.26,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,23,2,0,2,0,0,0,0,0,2,23,4,0,4,0,0,0,0,0,4,31,1,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 091 THE ALBANY AVENUE SCHOOL,40.661792,-73.940462,BROOKLYN,No,0.768,403.8786,0.06,0.01,0.9,0.06,0.97,0.01,0.92,0.28,0.95,0.89,0.93,0.8,0.83,0.85,2.18,41,1,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,65,5,0,5,0,0,0,0,0,0,66,6,0,6,0,0,0,0,0,0,59,7,0,0,0,0,0,0,0,7,60,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 092 ADRIAN HEGEMAN,40.656271,-73.954146,BROOKLYN,No,0.807,415.0276,0.15,0.06,0.76,0.18,0.93,0.01,0.92,0.3,0.77,0.89,0.84,0.77,0.86,0.92,2.14,72,2,0,2,0,0,0,0,0,2,73,5,0,3,1,1,0,0,1,5,59,2,0,2,0,0,0,0,0,0,59,6,0,3,0,0,0,0,2,0,75,1,0,1,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 138 BROOKLYN,40.673945,-73.951395,BROOKLYN,No,0.776,426.32,0.06,0.01,0.85,0.09,0.94,0.04,0.91,0.31,0.99,1,0.92,0.99,0.92,0.96,2.47,65,3,0,3,0,0,0,0,0,2,65,13,0,11,0,0,0,0,0,12,51,8,0,7,0,0,0,0,0,6,53,9,0,9,0,0,0,0,0,8,53,3,0,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,85,4,0,3,0,0,0,0,0,3,88,14,0,10,0,0,0,0,0,8,85,2,0,2,0,0,0,0,0,2,85,7,0,7,0,0,0,0,0,4,81,5,0,5,0,0,0,0,0,3,83,13,0,13,0,0,0,0,0,10
P.S. 161 THE CROWN,40.665905,-73.9492,BROOKLYN,No,0.736,416.994,0.04,0.08,0.78,0.11,0.89,0.02,0.94,0.2,0.99,0.94,0.96,0.89,0.87,0.95,2.45,64,1,0,0,0,0,0,0,0,0,64,4,0,2,0,0,0,0,0,0,76,12,0,12,0,0,0,0,0,11,77,12,0,12,0,0,0,0,0,10,63,7,0,4,0,1,0,0,0,4,64,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 181 BROOKLYN,40.64809,-73.945911,BROOKLYN,No,0.721,436.4271,0.09,0,0.86,0.1,0.95,0.02,0.92,0.26,0.8,0.81,0.81,0.79,0.81,0.87,2.27,91,3,0,2,0,0,0,0,0,3,93,2,0,2,0,0,0,0,0,2,108,6,0,6,0,0,0,0,0,2,108,1,0,1,0,0,0,0,0,1,92,2,0,1,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,83,6,0,5,0,0,0,0,0,3,84,4,0,4,0,0,0,0,0,1,77,2,0,1,0,0,0,0,0,1,78,1,0,0,1,0,0,0,0,1,85,3,0,3,0,0,0,0,0,2,85,2,0,2,0,0,0,0,0,2
P.S. 189 THE BILINGUAL CENTER,40.665446,-73.925681,BROOKLYN,No,0.735,365.8831,0.16,0.02,0.72,0.25,0.97,0,0.94,0.18,0.94,0.91,0.87,0.83,0.82,0.9,2.66,104,2,0,1,0,0,0,0,0,2,107,42,0,32,0,0,0,0,3,39,94,23,0,18,0,0,0,0,1,0,91,43,0,34,9,0,0,0,2,0,114,15,0,13,0,0,0,0,0,10,114,19,0,13,0,0,0,0,0,15,95,19,0,13,0,0,0,0,0,12,97,31,0,15,16,0,0,0,2,28,112,8,0,8,0,0,0,0,0,7,102,18,0,14,0,0,0,0,0,15,121,24,0,18,0,0,0,0,1,20,108,40,0,33,0,0,0,0,1,34
P.S. 191 PAUL ROBESON,40.671812,-73.924196,BROOKLYN,No,0.916,312.8329,0.04,0.01,0.8,0.17,0.97,0,0.89,0.47,0.94,0.88,0.91,0.78,0.77,0.84,2.21,22,2,0,0,0,0,0,0,0,2,23,5,0,0,0,0,0,0,0,5,24,4,0,0,0,0,0,0,0,3,24,15,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 221 TOUSSAINT L'OUVERTURE,40.663936,-73.93606,BROOKLYN,No,0.707,377.2935,0.06,0,0.86,0.1,0.97,0.02,0.91,0.33,0.98,0.98,0.96,0.88,0.9,0.98,2.44,48,1,0,0,0,0,0,0,0,1,50,6,0,6,0,0,0,0,0,4,74,9,0,8,0,0,0,0,0,8,76,4,0,4,0,0,0,0,0,2,66,3,0,3,0,0,0,0,0,2,66,7,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 241 EMMA L. JOHNSTON,40.668884,-73.960541,BROOKLYN,No,0.788,419.3633,0.08,0,0.86,0.1,0.96,0.02,0.93,0.2,0.89,0.9,0.91,0.83,0.84,0.92,2.61,87,8,0,8,0,0,0,0,0,8,88,38,0,34,0,0,0,0,2,36,84,10,0,9,0,0,0,0,0,8,87,15,0,13,1,0,0,0,0,13,90,15,0,14,0,0,0,0,0,13,89,20,0,19,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 249 THE CATON,40.649555,-73.966506,BROOKLYN,No,0.747,447.9445,0.24,0.06,0.39,0.5,0.89,0.04,0.94,0.17,0.98,0.97,0.96,0.88,0.87,0.96,2.75,135,5,0,3,0,1,0,0,0,3,136,66,0,18,38,7,0,0,12,44,132,30,0,14,9,5,0,0,0,19,132,50,0,16,25,6,0,0,1,32,101,12,0,6,5,0,0,0,0,10,104,24,0,10,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 289 GEORGE V. BROWER,40.67424,-73.9424,BROOKLYN,No,0.829,365.9041,0.07,0.03,0.73,0.19,0.92,0.02,0.89,0.41,0.9,0.89,0.92,0.8,0.8,0.91,2.51,59,1,0,0,0,0,0,0,0,1,61,2,0,1,1,0,0,0,0,2,58,7,0,5,1,0,0,0,0,4,59,6,0,4,1,0,0,0,0,3,59,9,0,6,0,0,0,0,0,5,59,8,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 316 ELIJAH STROUD,40.674551,-73.960867,BROOKLYN,No,0.755,518.4949,0.04,0,0.72,0.2,0.92,0.06,0.94,0.18,0.98,0.94,0.96,0.83,0.86,0.94,2.57,54,1,0,0,0,0,0,0,0,1,54,10,0,7,0,0,0,0,0,7,49,9,0,5,0,0,0,0,0,6,51,8,0,4,0,0,0,0,0,4,40,2,0,2,0,0,0,0,0,1,40,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 375 JACKIE ROBINSON SCHOOL,40.664878,-73.959522,BROOKLYN,No,0.802,438.8654,0.25,0.03,0.62,0.3,0.92,0.04,0.9,0.35,0.88,0.92,0.9,0.89,0.85,0.92,2.2,72,2,0,2,0,0,0,0,0,1,75,19,0,14,4,0,0,0,0,17,61,3,0,1,0,0,0,0,0,2,63,4,0,1,3,0,0,0,1,3,54,3,0,1,0,0,0,0,0,3,59,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S. K394,40.672706,-73.92893,BROOKLYN,No,0.797,324.7047,0.04,0.06,0.77,0.15,0.92,0.01,0.92,0.24,0.89,0.86,0.83,0.8,0.82,0.85,2.35,58,2,0,2,0,0,0,0,0,0,58,8,0,7,0,0,0,0,0,0,48,4,0,2,0,0,0,0,0,0,48,3,0,2,0,0,0,0,0,0,39,3,0,1,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,48,3,0,3,0,0,0,0,0,0,49,1,0,1,0,0,0,0,0,0,57,1,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
P.S. 397 FOSTER-LAURIE,40.658733,-73.946384,BROOKLYN,No,0.815,425.4515,0.12,0.02,0.83,0.08,0.91,0.04,0.93,0.27,0.94,0.85,0.89,0.72,0.83,0.86,2.25,41,2,0,1,0,0,0,0,0,1,41,3,0,0,0,0,0,0,0,2,41,1,0,1,0,0,0,0,0,1,41,3,0,3,0,0,0,0,0,3,49,4,0,0,0,0,0,0,0,2,49,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 398 WALTER WEAVER,40.663966,-73.927858,BROOKLYN,No,0.868,363.1308,0.06,0.01,0.73,0.12,0.85,0.01,0.88,0.46,0.89,0.89,0.86,0.79,0.82,0.92,2.24,45,0,0,0,0,0,0,0,0,0,46,1,0,1,0,0,0,0,0,1,42,3,0,1,2,0,0,0,0,2,42,1,0,1,0,0,0,0,0,1,44,2,1,1,0,0,0,0,0,0,44,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 399 STANLEY EUGENE CLARK,40.648247,-73.951778,BROOKLYN,No,0.725,405.5381,0.09,0.03,0.72,0.14,0.86,0.01,0.93,0.25,0.82,0.69,0.97,0.53,0.87,0.77,2.36,74,0,0,0,0,0,0,0,0,0,75,9,4,4,0,0,0,0,0,9,85,7,1,6,0,0,0,0,0,6,85,5,1,4,0,0,0,0,0,4,75,10,0,7,0,0,0,0,0,0,75,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,40.677036,-73.960074,BROOKLYN,No,0.7,477.2834,0.07,0.06,0.49,0.29,0.78,0.14,0.91,0.35,0.9,0.92,0.91,0.86,0.92,0.97,2.19,41,0,0,0,0,0,0,0,0,0,41,2,0,2,0,0,0,0,0,0,21,3,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,20,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
